    S:oredict.plateAbyssalnite.name=Пластина (Abyssalnite)
    S:oredict.plateDoubleAntiThorium.name=2х Пластина (Anti-Thorium)
    S:oredict.plateDoubleAntiThulium.name=2х Пластина (Anti-Thulium)
    S:oredict.plateDoubleAntiTin.name=2х Пластина (Anti-Tin)
    S:oredict.plateDoubleAntiTitanium.name=2х Пластина (Anti-Titanium)
    S:oredict.plateDoubleAntiTungsten.name=2х Пластина (Anti-Tungsten)
    S:oredict.plateDoubleAntiUnbinilium.name=2х Пластина (Anti-Unbinilium)
    S:oredict.plateDoubleAntiUnunennium.name=2х Пластина (Anti-Ununennium)
    S:oredict.plateDoubleAntiUnunoctium.name=2х Пластина (Anti-Ununoctium)
    S:oredict.plateDoubleAntiUnunpentium.name=2х Пластина (Anti-Ununpentium)
    S:oredict.plateDoubleAntiUnuntrium.name=2х Пластина (Anti-Ununtrium)
    S:oredict.plateDoubleAntiUranium.name=2х Пластина (Anti-Uranium)
    S:oredict.plateDoubleAntiUranium235.name=2х Пластина (Anti-Uranium-235)
    S:oredict.plateDoubleAntiVanadium.name=2х Пластина (Anti-Vanadium)
    S:oredict.plateDoubleAntiYtterbium.name=2х Пластина (Anti-Ytterbium)
    S:oredict.plateDoubleAntiYttrium.name=2х Пластина (Anti-Yttrium)
    S:oredict.plateDoubleAntiZinc.name=2х Пластина (Anti-Zinc)
    S:oredict.plateDoubleAntiZirconium.name=2х Пластина (Anti-Zirconium)
    S:oredict.plateDoubleAntimony.name=2х Пластина (Antimony)
    S:oredict.plateDoubleArdite.name=2х Пластина (Ardite)
    S:oredict.plateDoubleAredrite.name=2х Пластина (Aredrite)
    S:oredict.plateDoubleArsenic.name=2х Пластина (Arsenic)
    S:oredict.plateDoubleAstatine.name=2х Пластина (Astatine)
    S:oredict.plateDoubleAstralSilver.name=2х Пластина (Astral Silver)
    S:oredict.plateDoubleAtlarus.name=2х Пластина (Atlarus)
    S:oredict.plateDoubleBarium.name=2х Пластина (Barium)
    S:oredict.plateDoubleBatteryAlloy.name=2х Пластина (Battery Alloy)
    S:oredict.plateDoubleBedrockHSLAAlloy.name=2х Пластина (Bedrock-HSLA-Alloy)
    S:oredict.plateDoubleBedrockium.name=2х Пластина (Bedrockium)
    S:oredict.plateDoubleBerkelium.name=2х Пластина (Berkelium)
    S:oredict.plateDoubleBeryllium.name=2х Пластина (Beryllium)
    S:oredict.plateDoubleBeryllium7.name=2х Пластина (Beryllium-7)
    S:oredict.plateDoubleBeryllium8.name=2х Пластина (Beryllium-8)
    S:oredict.plateDoubleBismuth.name=2х Пластина (Bismuth)
    S:oredict.plateDoubleBismuthBronze.name=2х Пластина (Bismuth Bronze)
    S:oredict.plateDoubleBlackBronze.name=2х Пластина (Black Bronze)
    S:oredict.plateDoubleBlackSteel.name=2х Пластина (Black Steel)
    S:oredict.plateDoubleBlueAlloy.name=2х Пластина (Blue Alloy)
    S:oredict.plateDoubleBlueSteel.name=2х Пластина (Blue Steel)
    S:oredict.plateDoubleBlutonium.name=2х Пластина (Blutonium)
    S:oredict.plateDoubleBohrium.name=2х Пластина (Bohrium)
    S:oredict.plateDoubleBoron.name=2х Пластина (Boron)
    S:oredict.plateDoubleBoron11.name=2х Пластина (Boron-11)
    S:oredict.plateDoubleBrass.name=2х Пластина (Brass)
    S:oredict.plateDoubleBronze.name=2х Пластина (Bronze)
    S:oredict.plateDoubleCadmium.name=2х Пластина (Cadmium)
    S:oredict.plateDoubleCaesium.name=2х Пластина (Caesium)
    S:oredict.plateDoubleCalcium.name=2х Пластина (Calcium)
    S:oredict.plateDoubleCalifornium.name=2х Пластина (Californium)
    S:oredict.plateDoubleCarborundum.name=2х Пластина (Carborundum)
    S:oredict.plateDoubleCarmot.name=2х Пластина (Carmot)
    S:oredict.plateDoubleCastIron.name=2х Пластина (Cast Iron)
    S:oredict.plateDoubleCdInAgAlloy.name=2х Пластина (Cd-In-Ag-Alloy)
    S:oredict.plateDoubleCelenegil.name=2х Пластина (Celenegil)
    S:oredict.plateDoubleCerium.name=2х Пластина (Cerium)
    S:oredict.plateDoubleCeruclase.name=2х Пластина (Ceruclase)
    S:oredict.plateDoubleChromium.name=2х Пластина (Chromium)
    S:oredict.plateDoubleChromiumDioxide.name=2х Пластина (Chromium Dioxide)
    S:oredict.plateDoubleClayCompound.name=2х Пластина (Clay Compound)
    S:oredict.plateDoubleCobalt.name=2х Пластина (Cobalt)
    S:oredict.plateDoubleCobalt60.name=2х Пластина (Cobalt-60)
    S:oredict.plateDoubleCobaltBrass.name=2х Пластина (Cobalt Brass)
    S:oredict.plateDoubleConductiveIron.name=2х Пластина (Conductive Iron)
    S:oredict.plateDoubleConstantan.name=2х Пластина (Constantan)
    S:oredict.plateDoubleCopernicium.name=2х Пластина (Copernicium)
    S:oredict.plateDoubleCopper.name=2х Пластина (Copper)
    S:oredict.plateDoubleCoralium.name=2х Пластина (Coralium)
    S:oredict.plateDoubleCosmicNeutronium.name=2х Пластина (Cosmic Neutronium)
    S:oredict.plateDoubleCrystalMatrix.name=2х Пластина (Crystal Matrix)
    S:oredict.plateDoubleCrystallineAlloy.name=2х Кристаллическая пластина (Alloy)
    S:oredict.plateDoubleCrystallinePinkSlime.name=2х Кристаллическая пластина (Pink Slime)
    S:oredict.plateDoubleCurium.name=2х Пластина (Curium)
    S:oredict.plateDoubleCyanite.name=2х Пластина (Cyanite)
    S:oredict.plateDoubleDamascusSteel.name=2х Пластина (Damascus Steel)
    S:oredict.plateDoubleDarkIron.name=2х Пластина (Dark Iron)
    S:oredict.plateDoubleDarkThaumium.name=2х Пластина (Dark Thaumium)
    S:oredict.plateDoubleDarmstadtium.name=2х Пластина (Darmstadtium)
    S:oredict.plateDoubleDeepIron.name=2х Пластина (Deep Iron)
    S:oredict.plateDoubleDesh.name=2х Пластина (Desh)
    S:oredict.plateDoubleDesichalkos.name=2х Пластина (Desichalkos)
    S:oredict.plateDoubleDraconium.name=2х Пластина (Draconium)
    S:oredict.plateDoubleDraconiumAwakened.name=2х Пластина (Awakened Draconium)
    S:oredict.plateDoubleDreadium.name=2х Пластина (Dreadium)
    S:oredict.plateDoubleDubnium.name=2х Пластина (Dubnium)
    S:oredict.plateDoubleDuralumin.name=2х Пластина (Duralumin)
    S:oredict.plateDoubleDuranium.name=2х Пластина (Duranium Alloy)
    S:oredict.plateDoubleDysprosium.name=2х Пластина (Dysprosium)
    S:oredict.plateDoubleEfrine.name=2х Пластина (Efrine)
    S:oredict.plateDoubleEinsteinium.name=2х Пластина (Einsteinium)
    S:oredict.plateDoubleElectricalSteel.name=2х Пластина (Electrical Steel)
    S:oredict.plateDoubleElectrotineAlloy.name=2х Пластина (Electrotine Alloy)
    S:oredict.plateDoubleElectrum.name=2х Пластина (Electrum)
    S:oredict.plateDoubleElectrumFlux.name=2х Пластина (Electrum Flux)
    S:oredict.plateDoubleElvenElementium.name=2х Пластина (Elementium)
    S:oredict.plateDoubleElvorium.name=2х Пластина (Elvorium)
    S:oredict.plateDoubleEmpty.name=2х Пластина (Empty)
    S:oredict.plateDoubleEndSteel.name=2х Пластина (End Steel)
    S:oredict.plateDoubleEnderium.name=2х Пластина (Enderium)
    S:oredict.plateDoubleEnderiumBase.name=2х Пластина (Enderium Base)
    S:oredict.plateDoubleEndium.name=2х Пластина (Endium)
    S:oredict.plateDoubleEnergeticAlloy.name=2х Пластина (Energetic Alloy)
    S:oredict.plateDoubleEnergeticSilver.name=2х Пластина (Energetic Silver)
    S:oredict.plateDoubleErbium.name=2х Пластина (Erbium)
    S:oredict.plateDoubleEthaxium.name=2х Пластина (Ethaxium)
    S:oredict.plateDoubleEuropium.name=2х Пластина (Europium)
    S:oredict.plateDoubleEximite.name=2х Пластина (Eximite)
    S:oredict.plateDoubleFarnsium.name=2х Пластина (Farnsium)
    S:oredict.plateDoubleFermium.name=2х Пластина (Fermium)
    S:oredict.plateDoubleFerrite.name=2х Пластина (Ferrite)
    S:oredict.plateDoubleFierySteel.name=2х Пластина (Fiery Steel)
    S:oredict.plateDoubleFlerovium.name=2х Пластина (Flerovium)
    S:oredict.plateDoubleFlerovium298.name=2х Пластина (Flerovium-298)
    S:oredict.plateDoubleForce.name=2х Пластина (Force)
    S:oredict.plateDoubleFrancium.name=2х Пластина (Francium)
    S:oredict.plateDoubleFrozenIron.name=2х Пластина (Frozen Iron)
    S:oredict.plateDoubleGadolinium.name=2х Пластина (Gadolinium)
    S:oredict.plateDoubleGaiaSpirit.name=2х Пластина (Gaia Spirit)
    S:oredict.plateDoubleGallium.name=2х Пластина (Gallium)
    S:oredict.plateDoubleGermanium.name=2х Пластина (Germanium)
    S:oredict.plateDoubleGildedIron.name=2х Пластина (Gilded Iron)
    S:oredict.plateDoubleGlowstoneRefined.name=2х Пластина (Refined Glowstone)
    S:oredict.plateDoubleGold.name=2х Пластина (Gold)
    S:oredict.plateDoubleGold198.name=2х Пластина (Gold-198)
    S:oredict.plateDoubleGoldInductive.name=2х Пластина (Inductive Alloy)
    S:oredict.plateDoubleHSLASpringSteel.name=2х Пластина (Spring Steel)
    S:oredict.plateDoubleHSLASteel.name=2х Пластина (HSLA-Steel)
    S:oredict.plateDoubleHSLATungstenAlloy.name=2х Пластина (Tungsten Alloy)
    S:oredict.plateDoubleHSSE.name=2х Пластина (HSS-E)
    S:oredict.plateDoubleHSSG.name=2х Пластина (HSS-G)
    S:oredict.plateDoubleHSSS.name=2х Пластина (HSS-S)
    S:oredict.plateDoubleHaderoth.name=2х Пластина (Haderoth)
    S:oredict.plateDoubleHafnium.name=2х Пластина (Hafnium)
    S:oredict.plateDoubleHassium.name=2х Пластина (Hassium)
    S:oredict.plateDoubleHepatizon.name=2х Пластина (Hepatizon)
    S:oredict.plateDoubleHolmium.name=2х Пластина (Holmium)
    S:oredict.plateDoubleIgnatius.name=2х Пластина (Ignatius)
    S:oredict.plateDoubleIndium.name=2х Пластина (Indium)
    S:oredict.plateDoubleInfinity.name=2х Пластина (Infinity)
    S:oredict.plateDoubleInfuscolium.name=2х Пластина (Infuscolium)
    S:oredict.plateDoubleInolashite.name=2х Пластина (Inolashite)
    S:oredict.plateDoubleInvar.name=2х Пластина (Invar)
    S:oredict.plateDoubleIridium.name=2х Пластина (Iridium)
    S:oredict.plateDoubleIron.name=2х Пластина (Iron)
    S:oredict.plateDoubleIronCompressed.name=2х Пластина (Compressed Iron)
    S:oredict.plateDoubleIronMagnetic.name=2х Пластина (Magnetic Iron)
    S:oredict.plateDoubleIronwood.name=2х Планка (Ironwood)
    S:oredict.plateDoubleKalendrite.name=2х Пластина (Kalendrite)
    S:oredict.plateDoubleKanthal.name=2х Пластина (Kanthal)
    S:oredict.plateDoubleKnightmetal.name=2х Пластина (Knightmetal)
    S:oredict.plateDoubleKreknorite.name=2х Пластина (Kreknorite)
    S:oredict.plateDoubleLanthanium.name=2х Пластина (Lanthanium)
    S:oredict.plateDoubleLawrencium.name=2х Пластина (Lawrencium)
    S:oredict.plateDoubleLead.name=2х Пластина (Lead)
    S:oredict.plateDoubleLemurite.name=2х Пластина (Lemurite)
    S:oredict.plateDoubleLithium.name=2х Пластина (Lithium)
    S:oredict.plateDoubleLithium6.name=2х Пластина (Lithium-6)
    S:oredict.plateDoubleLivermorium.name=2х Пластина (Livermorium)
    S:oredict.plateDoubleLudicrite.name=2х Пластина (Ludicrite)
    S:oredict.plateDoubleLumium.name=2х Пластина (Lumium)
    S:oredict.plateDoubleLutetium.name=2х Пластина (Lutetium)
    S:oredict.plateDoubleMagnalium.name=2х Пластина (Magnalium)
    S:oredict.plateDoubleMagnesium.name=2х Пластина (Magnesium)
    S:oredict.plateDoubleManasteel.name=2х Пластина (Manasteel)
    S:oredict.plateDoubleManganese.name=2х Пластина (Manganese)
    S:oredict.plateDoubleManyullyn.name=2х Пластина (Manyullyn)
    S:oredict.plateDoubleMauftrium.name=2х Пластина (Mauftrium)
    S:oredict.plateDoubleMeitnerium.name=2х Пластина (Meitnerium)
    S:oredict.plateDoubleMelodicAlloy.name=2х Пластина (Melodic Alloy)
    S:oredict.plateDoubleMendelevium.name=2х Пластина (Mendelevium)
    S:oredict.plateDoubleMercury.name=2х Пластина (Mercury)
    S:oredict.plateDoubleMeteoricBlackSteel.name=2х Пластина (Meteoric Black Steel)
    S:oredict.plateDoubleMeteoricBlueSteel.name=2х Пластина (Meteoric Blue Steel)
    S:oredict.plateDoubleMeteoricIron.name=2х Пластина (Meteoric Iron)
    S:oredict.plateDoubleMeteoricRedSteel.name=2х Пластина (Meteoric Red Steel)
    S:oredict.plateDoubleMeteoricSteel.name=2х Пластина (Meteoric Steel)
    S:oredict.plateDoubleMeteorite.name=2х Пластина (Meteorite)
    S:oredict.plateDoubleMeutoite.name=2х Пластина (Meutoite)
    S:oredict.plateDoubleMidasium.name=2х Пластина (Midasium)
    S:oredict.plateDoubleMingrade.name=2х Пластина (Red Copper)
    S:oredict.plateDoubleMithril.name=2х Пластина (Mithril)
    S:oredict.plateDoubleMolybdenum.name=2х Пластина (Molybdenum)
    S:oredict.plateDoubleMoscovium.name=2х Пластина (Moscovium)
    S:oredict.plateDoubleMuspelheimPower.name=2х Пластина (Muspelheim Power)
    S:oredict.plateDoubleNaquadah.name=2х Пластина (Naquadah)
    S:oredict.plateDoubleNaquadahEnriched.name=2х Пластина (Enriched Naquadah)
